,School Year,School ID,School Name,Homeroom,Count of Suspension Events,Dummy Room number to remove names,Original Homeroom
2705,2011-2012,610362,EVERS,A305,*,,A305
2706,2011-2012,610363,DISNEY,A306,*,,A306
2707,2011-2012,610363,DISNEY,A324,*,,A324
2708,2011-2012,610363,DISNEY,,*,,
2709,2011-2012,610363,DISNEY,8,*,,211
2710,2011-2012,610363,DISNEY,8,*,,304
2711,2011-2012,610363,DISNEY,8,*,,309
2712,2011-2012,610363,DISNEY,A213,*,,A213
2713,2011-2012,610363,DISNEY,A214,*,,A214
2714,2011-2012,610363,DISNEY,A301,*,,A301
2715,2011-2012,610364,DUBOIS,A303,*,,A303
2716,2011-2012,610364,DUBOIS,A311,*,,A311
2717,2011-2012,610364,DUBOIS,,*,,
2718,2011-2012,610365,BETHUNE,A105,*,,A105
2719,2011-2012,610367,DE PRIEST,A201,*,,A201
2720,2011-2012,610367,DE PRIEST,A202,*,,A202
2721,2011-2012,610367,DE PRIEST,A204,*,,A204
2722,2011-2012,610367,DE PRIEST,A214,*,,A214
2723,2011-2012,610367,DE PRIEST,,*,,
2724,2011-2012,610367,DE PRIEST,,*,,
2725,2011-2012,610368,"HUGHES, L",A102,*,,A102
2726,2011-2012,610368,"HUGHES, L",A304,*,,A304
2727,2011-2012,610368,"HUGHES, L",B405,*,,B405
2728,2011-2012,610368,"HUGHES, L",,*,,
2729,2011-2012,610375,TILDEN AA HS,A205,*,,A205
2730,2011-2012,610375,TILDEN AA HS,,*,,
2731,2011-2012,610380,"WILLIAMS, D",A104,*,,A104
2732,2011-2012,610384,INFINITY HS,A107,*,,A107
2733,2011-2012,610384,INFINITY HS,A108,*,,A108
2734,2011-2012,610384,INFINITY HS,A201,*,,A201
2735,2011-2012,610384,INFINITY HS,A207,*,,A207
2736,2011-2012,610384,INFINITY HS,A208,*,,A208
2737,2011-2012,610385,MULTICULTURAL ACAD SCHOLARSHIP,,*,,
2738,2011-2012,610385,MULTICULTURAL ACAD SCHOLARSHIP,A004,*,,A004
2739,2011-2012,610385,MULTICULTURAL ACAD SCHOLARSHIP,A010,*,,A010
2740,2011-2012,610385,MULTICULTURAL ACAD SCHOLARSHIP,A202,*,,A202
2741,2011-2012,610391,LINDBLOM HS,,*,,
2742,2011-2012,610391,LINDBLOM HS,A103,*,,A103
2743,2011-2012,610391,LINDBLOM HS,A104,*,,A104
2744,2011-2012,610391,LINDBLOM HS,A203,*,,A203
2745,2011-2012,610391,LINDBLOM HS,A204,*,,A204
2746,2011-2012,610391,LINDBLOM HS,A205,*,,A205
2747,2011-2012,610391,LINDBLOM HS,A207,*,,A207
2748,2011-2012,610391,LINDBLOM HS,A208,*,,A208
2749,2011-2012,610391,LINDBLOM HS,A213,*,,A213
2750,2011-2012,610391,LINDBLOM HS,A219,*,,A219
2751,2011-2012,610391,LINDBLOM HS,A222,*,,A222
2752,2011-2012,610391,LINDBLOM HS,A301,*,,A301
2753,2011-2012,610391,LINDBLOM HS,A304,*,,A304
2754,2011-2012,610391,LINDBLOM HS,A305,*,,A305
2755,2011-2012,610391,LINDBLOM HS,A307,*,,A307
2756,2011-2012,610391,LINDBLOM HS,,*,,
2757,2011-2012,610392,WORLD LANGUAGE HS,A107,*,,A107
2758,2011-2012,610392,WORLD LANGUAGE HS,A108,*,,A108
2759,2011-2012,610392,WORLD LANGUAGE HS,A201,*,,A201
2760,2011-2012,610392,WORLD LANGUAGE HS,A203,*,,A203
2761,2011-2012,610396,TARKINGTON,A207,*,,A207
2762,2011-2012,610396,TARKINGTON,A208,*,,A208
2763,2011-2012,610396,TARKINGTON,A301,*,,A301
2764,2011-2012,610396,TARKINGTON,A302,*,,A302
2765,2011-2012,610396,TARKINGTON,A304,*,,A304
2766,2011-2012,610401,CLEMENTE AA HS,A307,*,,A307
2767,2011-2012,610402,DEVRY HS,,*,,
2768,2011-2012,610402,DEVRY HS,,*,,
2769,2011-2012,610402,DEVRY HS,A117,*,,A117
2770,2011-2012,610402,DEVRY HS,A119,*,,A119
2771,2011-2012,610402,DEVRY HS,A205,*,,A205
2772,2011-2012,610405,SUDER,A206,*,,A206
2773,2011-2012,610499,COLLINS HS,A218,*,,A218
2774,2011-2012,610499,COLLINS HS,,*,,
2775,2011-2012,610503,FRAZIER PROSPECTIVE,A127,*,,A127
2776,2011-2012,610513,AIR FORCE HS,A304,*,,A304
2777,2011-2012,610513,AIR FORCE HS,A103,*,,A103
2778,2011-2012,610513,AIR FORCE HS,A203,*,,A203
2779,2011-2012,610518,VOISE HS,A301,*,,A301
2780,2011-2012,610518,VOISE HS,A302,*,,A302
2781,2011-2012,610520,LASALLE II,A304,*,,A304
2782,2011-2012,610521,"DAVIS, M",A306,*,,A306
2783,2011-2012,610523,EDISON PARK,,*,,
2784,2011-2012,610523,EDISON PARK,A100,*,,A100
2785,2011-2012,610523,EDISON PARK,A107,*,,A107
2786,2011-2012,610529,OGDEN HS,A108,*,,A108
2787,2011-2012,610532,HERNANDEZ,A200,*,,A200
2788,2011-2012,610532,HERNANDEZ,A201,*,,A201
2789,2011-2012,610533,PRIETO,A202,*,,A202
2790,2011-2012,610533,PRIETO,A205,*,,A205
2791,2011-2012,610533,PRIETO,A206,*,,A206
2792,2011-2012,610533,PRIETO,A208,*,,A208
2793,2011-2012,610534,SKINNER NORTH,A209,*,,A209
2794,2011-2012,610534,SKINNER NORTH,A210,*,,A210
2795,2011-2012,610534,SKINNER NORTH,A300,*,,A300
2796,2011-2012,610535,MASON HS,A303,*,,A303
2797,2011-2012,610539,CAMRAS,A305,*,,A305
2798,2011-2012,610539,CAMRAS,A307,*,,A307
2799,2011-2012,610541,LORCA,A308,*,,A308
2800,2011-2012,610541,LORCA,A309,*,,A309
2801,2011-2012,610542,WEST RIDGE,A310,*,,A310
2802,2011-2012,610542,WEST RIDGE,A402,*,,A402
2803,2011-2012,610542,WEST RIDGE,A403,*,,A403
2804,2011-2012,610542,WEST RIDGE,A405,*,,A405
2805,2011-2012,610542,WEST RIDGE,,*,,
2806,2011-2012,610544,AZUELA,A227,*,,A227
2807,2011-2012,610544,AZUELA,A202,*,,A202
2808,2011-2012,610544,AZUELA,A203,*,,A203
2809,2011-2012,610544,AZUELA,A207,*,,A207
2810,2011-2012,610551,MILBURN ALTERNATIVE ES,A208,*,,A208
2811,2011-2012,610555,BANNER ACADEMY WEST HS,A301,*,,A301
2812,2011-2012,610556,BANNER ACADEMY SOUTH HS,A302,*,,A302
2813,2012-2013,400018,AUSTIN BUS & ENTRP HS,A303,*,,A303
2814,2012-2013,400022,CHGO ARTS CONTR HS,A304,*,,A304
2815,2012-2013,400022,CHGO ARTS CONTR HS,A306,*,,A306
2816,2012-2013,400022,CHGO ARTS CONTR HS,A307,*,,A307
2817,2012-2013,400022,CHGO ARTS CONTR HS,A308,*,,A308
2818,2012-2013,400022,CHGO ARTS CONTR HS,,*,,
2819,2012-2013,400040,FRAZIER CONTR,A201,*,,A201
2820,2012-2013,400043,HOPE CONTR ES,A203B,*,,A203B
2821,2012-2013,400043,HOPE CONTR ES,A208,*,,A208
2822,2012-2013,400068,PLATO CONTR,A301,*,,A301
2823,2012-2013,400091,CHICAGO TECH ACADEMY,A302,*,,A302
2824,2012-2013,400095,GARFIELD PARK,A303,*,,A303
2825,2012-2013,609674,CHICAGO VOCATIONAL HS,A305,*,,A305
2826,2012-2013,609674,CHICAGO VOCATIONAL HS,A312,*,,A312
2827,2012-2013,609676,DUNBAR HS,A313,*,,A313
2828,2012-2013,609678,JONES HS,A315,*,,A315
2829,2012-2013,609678,JONES HS,A316,*,,A316
2830,2012-2013,609678,JONES HS,A320,*,,A320
2831,2012-2013,609678,JONES HS,,*,,
2832,2012-2013,609678,JONES HS,A203,*,,A203
2833,2012-2013,609679,PROSSER HS,A205,*,,A205
2834,2012-2013,609679,PROSSER HS,A208,*,,A208
2835,2012-2013,609679,PROSSER HS,A211,*,,A211
2836,2012-2013,609679,PROSSER HS,A307,*,,A307
2837,2012-2013,609679,PROSSER HS,B107,*,,B107
2838,2012-2013,609679,PROSSER HS,,*,,
2839,2012-2013,609679,PROSSER HS,A211,*,,A211
2840,2012-2013,609680,PAYTON HS,A305,*,,A305
2841,2012-2013,609680,PAYTON HS,A312,*,,A312
2842,2012-2013,609680,PAYTON HS,,*,,
2843,2012-2013,609691,NORTH-GRAND HS,A111,*,,A111
2844,2012-2013,609692,SIMEON HS,A201,*,,A201
2845,2012-2013,609692,SIMEON HS,A205,*,,A205
2846,2012-2013,609692,SIMEON HS,A210,*,,A210
2847,2012-2013,609693,GEORGE WESTINGHOUSE HS,A304,*,,A304
2848,2012-2013,609693,GEORGE WESTINGHOUSE HS,A306,*,,A306
2849,2012-2013,609694,HANCOCK HS,,*,,
2850,2012-2013,609694,HANCOCK HS,A101,*,,A101
2851,2012-2013,609695,AMUNDSEN HS,A105,*,,A105
2852,2012-2013,609695,AMUNDSEN HS,A107,*,,A107
2853,2012-2013,609695,AMUNDSEN HS,A108,*,,A108
2854,2012-2013,609695,AMUNDSEN HS,A200,*,,A200
2855,2012-2013,609695,AMUNDSEN HS,A204,*,,A204
2856,2012-2013,609695,AMUNDSEN HS,A208,*,,A208
2857,2012-2013,609695,AMUNDSEN HS,A209,*,,A209
2858,2012-2013,609695,AMUNDSEN HS,A210,*,,A210
2859,2012-2013,609695,AMUNDSEN HS,A211,*,,A211
2860,2012-2013,609695,AMUNDSEN HS,A212,*,,A212
2861,2012-2013,609695,AMUNDSEN HS,A213,*,,A213
2862,2012-2013,609695,AMUNDSEN HS,A214,*,,A214
2863,2012-2013,609695,AMUNDSEN HS,A302,*,,A302
2864,2012-2013,609695,AMUNDSEN HS,A305,*,,A305
2865,2012-2013,609695,AMUNDSEN HS,A306,*,,A306
2866,2012-2013,609695,AMUNDSEN HS,A307,*,,A307
2867,2012-2013,609698,BOGAN HS,A308,*,,A308
2868,2012-2013,609698,BOGAN HS,A309,*,,A309
2869,2012-2013,609698,BOGAN HS,,*,,
2870,2012-2013,609702,CRANE HS,A105,*,,A105
2871,2012-2013,609704,FARRAGUT HS,A110,*,,A110
2872,2012-2013,609705,FENGER HS,A111,*,,A111
2873,2012-2013,609705,FENGER HS,A113,*,,A113
2874,2012-2013,609707,ROBESON HS,A120,*,,A120
2875,2012-2013,609708,FOREMAN HS,A201,*,,A201
2876,2012-2013,609708,FOREMAN HS,A205,*,,A205
2877,2012-2013,609708,FOREMAN HS,A209,*,,A209
2878,2012-2013,609708,FOREMAN HS,A211,*,,A211
2879,2012-2013,609709,GAGE PARK HS,A217,*,,A217
2880,2012-2013,609710,HARLAN HS,A219,*,,A219
2881,2012-2013,609710,HARLAN HS,A301,*,,A301
2882,2012-2013,609710,HARLAN HS,A303,*,,A303
2883,2012-2013,609711,HARPER HS,A304,*,,A304
2884,2012-2013,609711,HARPER HS,A309,*,,A309
2885,2012-2013,609712,HIRSCH HS,A317,*,,A317
2886,2012-2013,609712,HIRSCH HS,,*,,
2887,2012-2013,609713,HYDE PARK HS,A103,*,,A103
2888,2012-2013,609715,KELLY HS,A112,*,,A112
2889,2012-2013,609715,KELLY HS,A114,*,,A114
2890,2012-2013,609715,KELLY HS,A117,*,,A117
2891,2012-2013,609715,KELLY HS,A200,*,,A200
2892,2012-2013,609715,KELLY HS,A201,*,,A201
2893,2012-2013,609715,KELLY HS,A202,*,,A202
2894,2012-2013,609715,KELLY HS,A203,*,,A203
2895,2012-2013,609715,KELLY HS,A207,*,,A207
2896,2012-2013,609715,KELLY HS,A216,*,,A216
2897,2012-2013,609715,KELLY HS,A217,*,,A217
2898,2012-2013,609715,KELLY HS,A300,*,,A300
2899,2012-2013,609715,KELLY HS,A301,*,,A301
2900,2012-2013,609715,KELLY HS,A302,*,,A302
2901,2012-2013,609715,KELLY HS,A303,*,,A303
2902,2012-2013,609715,KELLY HS,A307,*,,A307
2903,2012-2013,609715,KELLY HS,A311,*,,A311
2904,2012-2013,609715,KELLY HS,A312,*,,A312
2905,2012-2013,609715,KELLY HS,A313,*,,A313
2906,2012-2013,609715,KELLY HS,A316,*,,A316
2907,2012-2013,609715,KELLY HS,A317,*,,A317
2908,2012-2013,609715,KELLY HS,,*,,
2909,2012-2013,609716,KELVYN PARK HS,A118,*,,A118
2910,2012-2013,609716,KELVYN PARK HS,A405,*,,A405
2911,2012-2013,609718,KENNEDY HS,A407,*,,A407
2912,2012-2013,609718,KENNEDY HS,,*,,
2913,2012-2013,609718,KENNEDY HS,A317,*,,A317
2914,2012-2013,609718,KENNEDY HS,,*,,
2915,2012-2013,609718,KENNEDY HS,A109PM,*,,A109PM
2916,2012-2013,609718,KENNEDY HS,A210,*,,A210
2917,2012-2013,609718,KENNEDY HS,B206,*,,B206
2918,2012-2013,609718,KENNEDY HS,B301,*,,B301
2919,2012-2013,609718,KENNEDY HS,B302,*,,B302
2920,2012-2013,609718,KENNEDY HS,B303,*,,B303
2921,2012-2013,609718,KENNEDY HS,B304,*,,B304
2922,2012-2013,609719,LAKE VIEW HS,B305,*,,B305
2923,2012-2013,609719,LAKE VIEW HS,,*,,
2924,2012-2013,609719,LAKE VIEW HS,A007,*,,A007
2925,2012-2013,609719,LAKE VIEW HS,A009,*,,A009
2926,2012-2013,609719,LAKE VIEW HS,A201,*,,A201
2927,2012-2013,609719,LAKE VIEW HS,A207,*,,A207
2928,2012-2013,609719,LAKE VIEW HS,A209,*,,A209
2929,2012-2013,609719,LAKE VIEW HS,A211,*,,A211
2930,2012-2013,609720,LANE HS,A311,*,,A311
2931,2012-2013,609720,LANE HS,A312,*,,A312
2932,2012-2013,609720,LANE HS,,*,,
2933,2012-2013,609720,LANE HS,A106,*,,A106
2934,2012-2013,609720,LANE HS,A116,*,,A116
2935,2012-2013,609720,LANE HS,A210,*,,A210
2936,2012-2013,609720,LANE HS,A211,*,,A211
2937,2012-2013,609720,LANE HS,,*,,
2938,2012-2013,609720,LANE HS,A201,*,,A201
2939,2012-2013,609720,LANE HS,A202,*,,A202
2940,2012-2013,609720,LANE HS,A203,*,,A203
2941,2012-2013,609720,LANE HS,A204,*,,A204
2942,2012-2013,609720,LANE HS,A207,*,,A207
2943,2012-2013,609720,LANE HS,A209,*,,A209
2944,2012-2013,609720,LANE HS,,*,,
2945,2012-2013,609720,LANE HS,A206,*,,A206
2946,2012-2013,609720,LANE HS,A207,*,,A207
2947,2012-2013,609720,LANE HS,A303,*,,A303
2948,2012-2013,609720,LANE HS,B317,*,,B317
2949,2012-2013,609720,LANE HS,,*,,
2950,2012-2013,609720,LANE HS,A113,*,,A113
2951,2012-2013,609720,LANE HS,A304,*,,A304
2952,2012-2013,609720,LANE HS,A401,*,,A401
2953,2012-2013,609720,LANE HS,A405,*,,A405
2954,2012-2013,609720,LANE HS,A407,*,,A407
2955,2012-2013,609720,LANE HS,A408,*,,A408
2956,2012-2013,609720,LANE HS,,*,,
2957,2012-2013,609720,LANE HS,A211,*,,A211
2958,2012-2013,609720,LANE HS,A221,*,,A221
2959,2012-2013,609720,LANE HS,A229,*,,A229
2960,2012-2013,609720,LANE HS,A306,*,,A306
2961,2012-2013,609720,LANE HS,A307,*,,A307
2962,2012-2013,609720,LANE HS,A309,*,,A309
2963,2012-2013,609720,LANE HS,A310,*,,A310
2964,2012-2013,609720,LANE HS,A312,*,,A312
2965,2012-2013,609720,LANE HS,A313,*,,A313
2966,2012-2013,609720,LANE HS,A315,*,,A315
2967,2012-2013,609720,LANE HS,A317,*,,A317
2968,2012-2013,609720,LANE HS,A320,*,,A320
2969,2012-2013,609720,LANE HS,A321,*,,A321
2970,2012-2013,609720,LANE HS,A322,*,,A322
2971,2012-2013,609720,LANE HS,A323,*,,A323
2972,2012-2013,609722,MANLEY HS,A324,*,,A324
2973,2012-2013,609723,MARSHALL HS,,*,,
2974,2012-2013,609723,MARSHALL HS,A210,*,,A210
2975,2012-2013,609724,MATHER HS,A212,*,,A212
2976,2012-2013,609724,MATHER HS,A311,*,,A311
2977,2012-2013,609724,MATHER HS,,*,,
2978,2012-2013,609724,MATHER HS,A203,*,,A203
2979,2012-2013,609724,MATHER HS,A207,*,,A207
2980,2012-2013,609724,MATHER HS,A302,*,,A302
2981,2012-2013,609724,MATHER HS,,*,,
2982,2012-2013,609724,MATHER HS,A102,*,,A102
2983,2012-2013,609724,MATHER HS,A107,*,,A107
2984,2012-2013,609726,BROOKS HS,B109,*,,B109
2985,2012-2013,609726,BROOKS HS,B111,*,,B111
2986,2012-2013,609726,BROOKS HS,B114,*,,B114
2987,2012-2013,609726,BROOKS HS,B116,*,,B116
2988,2012-2013,609726,BROOKS HS,,*,,
2989,2012-2013,609726,BROOKS HS,A101,*,,A101
2990,2012-2013,609726,BROOKS HS,A102,*,,A102
2991,2012-2013,609726,BROOKS HS,A105,*,,A105
2992,2012-2013,609727,PHILLIPS HS,A106,*,,A106
2993,2012-2013,609727,PHILLIPS HS,A107,*,,A107
2994,2012-2013,609728,ROOSEVELT HS,A109,*,,A109
2995,2012-2013,609728,ROOSEVELT HS,A203,*,,A203
2996,2012-2013,609728,ROOSEVELT HS,,*,,
2997,2012-2013,609728,ROOSEVELT HS,A102,*,,A102
2998,2012-2013,609728,ROOSEVELT HS,A107,*,,A107
2999,2012-2013,609728,ROOSEVELT HS,A202,*,,A202
3000,2012-2013,609728,ROOSEVELT HS,A204,*,,A204
3001,2012-2013,609728,ROOSEVELT HS,A207,*,,A207
3002,2012-2013,609728,ROOSEVELT HS,A208,*,,A208
3003,2012-2013,609728,ROOSEVELT HS,A209,*,,A209
3004,2012-2013,609728,ROOSEVELT HS,A214,*,,A214
3005,2012-2013,609728,ROOSEVELT HS,A216,*,,A216
3006,2012-2013,609728,ROOSEVELT HS,A308,*,,A308
3007,2012-2013,609728,ROOSEVELT HS,A309,*,,A309
3008,2012-2013,609729,SCHURZ HS,A310,*,,A310
3009,2012-2013,609729,SCHURZ HS,A312,*,,A312
3010,2012-2013,609729,SCHURZ HS,A314,*,,A314
3011,2012-2013,609729,SCHURZ HS,A316,*,,A316
3012,2012-2013,609729,SCHURZ HS,A318,*,,A318
3013,2012-2013,609729,SCHURZ HS,,*,,
3014,2012-2013,609729,SCHURZ HS,A104,*,,A104
3015,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A108,*,,A108
3016,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A201,*,,A201
3017,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A206,*,,A206
3018,2012-2013,609733,SULLIVAN HS,,*,,
3019,2012-2013,609733,SULLIVAN HS,A201,*,,A201
3020,2012-2013,609733,SULLIVAN HS,A101,*,,A101
3021,2012-2013,609733,SULLIVAN HS,A103,*,,A103
3022,2012-2013,609734,TAFT HS,A200,*,,A200
3023,2012-2013,609734,TAFT HS,A204,*,,A204
3024,2012-2013,609734,TAFT HS,A207,*,,A207
3025,2012-2013,609734,TAFT HS,A209,*,,A209
3026,2012-2013,609734,TAFT HS,A211,*,,A211
3027,2012-2013,609734,TAFT HS,A302,*,,A302
3028,2012-2013,609734,TAFT HS,A304,*,,A304
3029,2012-2013,609734,TAFT HS,A307,*,,A307
3030,2012-2013,609734,TAFT HS,A308,*,,A308
3031,2012-2013,609734,TAFT HS,A310,*,,A310
3032,2012-2013,609735,TILDEN HS,A311,*,,A311
3033,2012-2013,609737,VON STEUBEN HS,A312,*,,A312
3034,2012-2013,609737,VON STEUBEN HS,A314,*,,A314
3035,2012-2013,609737,VON STEUBEN HS,,*,,
3036,2012-2013,609737,VON STEUBEN HS,A100,*,,A100
3037,2012-2013,609737,VON STEUBEN HS,A123,*,,A123
3038,2012-2013,609737,VON STEUBEN HS,A124,*,,A124
3039,2012-2013,609737,VON STEUBEN HS,A208,*,,A208
3040,2012-2013,609738,LINCOLN PARK HS,A209,*,,A209
3041,2012-2013,609738,LINCOLN PARK HS,A211,*,,A211
3042,2012-2013,609738,LINCOLN PARK HS,A213,*,,A213
3043,2012-2013,609738,LINCOLN PARK HS,,*,,
3044,2012-2013,609738,LINCOLN PARK HS,A105,*,,A105
3045,2012-2013,609738,LINCOLN PARK HS,A107,*,,A107
3046,2012-2013,609738,LINCOLN PARK HS,A114,*,,A114
3047,2012-2013,609738,LINCOLN PARK HS,A212,*,,A212
3048,2012-2013,609738,LINCOLN PARK HS,A402,*,,A402
3049,2012-2013,609739,WASHINGTON HS,,*,,
3050,2012-2013,609739,WASHINGTON HS,A206,*,,A206
3051,2012-2013,609739,WASHINGTON HS,A208,*,,A208
3052,2012-2013,609739,WASHINGTON HS,A211,*,,A211
3053,2012-2013,609739,WASHINGTON HS,A212,*,,A212
3054,2012-2013,609739,WASHINGTON HS,A302,*,,A302
3055,2012-2013,609739,WASHINGTON HS,A304,*,,A304
3056,2012-2013,609739,WASHINGTON HS,A305,*,,A305
3057,2012-2013,609740,WELLS HS,A306,*,,A306
3058,2012-2013,609740,WELLS HS,A100,*,,A100
3059,2012-2013,609740,WELLS HS,A102,*,,A102
3060,2012-2013,609741,HUBBARD HS,A112,*,,A112
3061,2012-2013,609741,HUBBARD HS,A200,*,,A200
3062,2012-2013,609741,HUBBARD HS,A210,*,,A210
3063,2012-2013,609741,HUBBARD HS,A301,*,,A301
3064,2012-2013,609741,HUBBARD HS,A302,*,,A302
3065,2012-2013,609741,HUBBARD HS,A304,*,,A304
3066,2012-2013,609744,NORTHSIDE LEARNING HS,A306,*,,A306
3067,2012-2013,609744,NORTHSIDE LEARNING HS,A307,*,,A307
3068,2012-2013,609744,NORTHSIDE LEARNING HS,A308,*,,A308
3069,2012-2013,609744,NORTHSIDE LEARNING HS,A309,*,,A309
3070,2012-2013,609745,SOUTHSIDE HS,A310,*,,A310
3071,2012-2013,609745,SOUTHSIDE HS,A311,*,,A311
3072,2012-2013,609745,SOUTHSIDE HS,A312,*,,A312
3073,2012-2013,609746,KENWOOD HS,A313,*,,A313
3074,2012-2013,609746,KENWOOD HS,A400,*,,A400
3075,2012-2013,609746,KENWOOD HS,A402,*,,A402
3076,2012-2013,609746,KENWOOD HS,A403,*,,A403
3077,2012-2013,609746,KENWOOD HS,A404,*,,A404
3078,2012-2013,609746,KENWOOD HS,A406,*,,A406
3079,2012-2013,609746,KENWOOD HS,A407,*,,A407
3080,2012-2013,609746,KENWOOD HS,A409,*,,A409
3081,2012-2013,609749,NORTHSIDE PREP HS,A410,*,,A410
3082,2012-2013,609749,NORTHSIDE PREP HS,A411,*,,A411
3083,2012-2013,609749,NORTHSIDE PREP HS,,*,,
3084,2012-2013,609749,NORTHSIDE PREP HS,,*,,
3085,2012-2013,609750,SIMPSON HS,A101,*,,A101
3086,2012-2013,609750,SIMPSON HS,A102,*,,A102
3087,2012-2013,609750,SIMPSON HS,A110,*,,A110
3088,2012-2013,609751,KING HS,A204,*,,A204
3089,2012-2013,609751,KING HS,A208,*,,A208
3090,2012-2013,609751,KING HS,A216,*,,A216
3091,2012-2013,609751,KING HS,,*,,
3092,2012-2013,609751,KING HS,A1004,*,,A1004
3093,2012-2013,609751,KING HS,A1008,*,,A1008
3094,2012-2013,609751,KING HS,B1005,*,,B1005
3095,2012-2013,609751,KING HS,B1010,*,,B1010
3096,2012-2013,609751,KING HS,,*,,
3097,2012-2013,609751,KING HS,A104,*,,A104
3098,2012-2013,609751,KING HS,A105,*,,A105
3099,2012-2013,609753,CHGO AGR HS,A107,*,,A107
3100,2012-2013,609753,CHGO AGR HS,A111,*,,A111
3101,2012-2013,609753,CHGO AGR HS,C109,*,,C109
3102,2012-2013,609753,CHGO AGR HS,C112,*,,C112
3103,2012-2013,609753,CHGO AGR HS,C113,*,,C113
3104,2012-2013,609755,YOUNG HS,C209,*,,C209
3105,2012-2013,609755,YOUNG HS,C210,*,,C210
3106,2012-2013,609755,YOUNG HS,,*,,
3107,2012-2013,609755,YOUNG HS,A200,*,,A200
3108,2012-2013,609755,YOUNG HS,A201,*,,A201
3109,2012-2013,609755,YOUNG HS,A203,*,,A203
3110,2012-2013,609755,YOUNG HS,A205 BI,*,,A205 BI
3111,2012-2013,609755,YOUNG HS,A206 SS,*,,A206 SS
3112,2012-2013,609755,YOUNG HS,A207 BI,*,,A207 BI
3113,2012-2013,609755,YOUNG HS,A209 BI,*,,A209 BI
3114,2012-2013,609755,YOUNG HS,A301 SC,*,,A301 SC
3115,2012-2013,609755,YOUNG HS,A303 SS,*,,A303 SS
3116,2012-2013,609755,YOUNG HS,A304 SC,*,,A304 SC
3117,2012-2013,609755,YOUNG HS,A305 LA,*,,A305 LA
3118,2012-2013,609755,YOUNG HS,A306 M,*,,A306 M
3119,2012-2013,609755,YOUNG HS,A308 LA,*,,A308 LA
3120,2012-2013,609755,YOUNG HS,,*,,
3121,2012-2013,609755,YOUNG HS,A101,*,,A101
3122,2012-2013,609755,YOUNG HS,A103,*,,A103
3123,2012-2013,609755,YOUNG HS,A105,*,,A105
3124,2012-2013,609755,YOUNG HS,A204,*,,A204
3125,2012-2013,609755,YOUNG HS,A206,*,,A206
3126,2012-2013,609756,CURIE HS,A207,*,,A207
3127,2012-2013,609756,CURIE HS,A208,*,,A208
3128,2012-2013,609756,CURIE HS,A209,*,,A209
3129,2012-2013,609756,CURIE HS,A210,*,,A210
3130,2012-2013,609756,CURIE HS,A211,*,,A211
3131,2012-2013,609756,CURIE HS,A213,*,,A213
3132,2012-2013,609756,CURIE HS,,*,,
3133,2012-2013,609756,CURIE HS,A210,*,,A210
3134,2012-2013,609756,CURIE HS,A212,*,,A212
3135,2012-2013,609756,CURIE HS,A401,*,,A401
3136,2012-2013,609756,CURIE HS,A404,*,,A404
3137,2012-2013,609756,CURIE HS,A407,*,,A407
3138,2012-2013,609756,CURIE HS,A408,*,,A408
3139,2012-2013,609756,CURIE HS,A409,*,,A409
3140,2012-2013,609756,CURIE HS,,*,,
3141,2012-2013,609756,CURIE HS,A101,*,,A101
3142,2012-2013,609756,CURIE HS,A125,*,,A125
3143,2012-2013,609756,CURIE HS,A225,*,,A225
3144,2012-2013,609756,CURIE HS,A226,*,,A226
3145,2012-2013,609756,CURIE HS,A227,*,,A227
3146,2012-2013,609756,CURIE HS,,*,,
3147,2012-2013,609756,CURIE HS,A104,*,,A104
3148,2012-2013,609756,CURIE HS,A106,*,,A106
3149,2012-2013,609756,CURIE HS,A108,*,,A108
3150,2012-2013,609756,CURIE HS,A112,*,,A112
3151,2012-2013,609756,CURIE HS,A113,*,,A113
3152,2012-2013,609756,CURIE HS,A309,*,,A309
3153,2012-2013,609756,CURIE HS,,*,,
3154,2012-2013,609759,CLEMENTE HS,A217,*,,A217
3155,2012-2013,609760,CARVER MILITARY,A218,*,,A218
3156,2012-2013,609760,CARVER MILITARY,A219,*,,A219
3157,2012-2013,609760,CARVER MILITARY,A220,*,,A220
3158,2012-2013,609761,CORLISS HS,A224,*,,A224
3159,2012-2013,609761,CORLISS HS,A316,*,,A316
3160,2012-2013,609762,JULIAN HS,A320,*,,A320
3161,2012-2013,609762,JULIAN HS,A324,*,,A324
3162,2012-2013,609764,JUAREZ HS,A326,*,,A326
3163,2012-2013,609764,JUAREZ HS,A328,*,,A328
3164,2012-2013,609764,JUAREZ HS,,*,,
3165,2012-2013,609764,JUAREZ HS,A205,*,,A205
3166,2012-2013,609764,JUAREZ HS,A209,*,,A209
3167,2012-2013,609764,JUAREZ HS,A210,*,,A210
3168,2012-2013,609764,JUAREZ HS,,*,,
3169,2012-2013,609764,JUAREZ HS,A202,*,,A202
3170,2012-2013,609766,VAUGHN HS,A204,*,,A204
3171,2012-2013,609768,HOPE HS,A403,*,,A403
3172,2012-2013,609768,HOPE HS,A405,*,,A405
3173,2012-2013,609768,HOPE HS,,*,,
3174,2012-2013,609772,ADDAMS,,*,,
3175,2012-2013,609772,ADDAMS,8,*,,204
3176,2012-2013,609772,ADDAMS,8,*,,208
